Op-Type,Sample-Type,Op-Count,Byte-Count,Avg-ResTime,Avg-ProcTime,Throughput,Bandwidth,Succ-Ratio
write,write,write,list,delete,read,read,read,write,write,write,list,delete,read,read,read,56,52,23,62,73,164,173,95,3584000,3328000000,23000000000,0,0,10496000,11072000000,95000000000,154.93,867.73,11398.22,38.29,74.26,55.69,669.17,7844.47,154.84,371.27,499.35,38.29,74.26,55.44,99.5,95.47,0.19,0.17,0.08,0.21,0.24,0.55,0.58,0.32,12003.98,11146498.21,77103759.41,0,0,35158.12,37105012.7,318167313.47,100%
100%
100%
100%
100%
100%
100%
100%
write,write,write,list,delete,read,read,read,write,write,write,list,delete,read,read,read,127,133,61,150,165,381,352,174,8128000,8512000000,61000000000,0,0,24384000,22528000000,174000000000,96.8,1149.63,11184.43,21.33,57.18,37.87,571,7486.04,96.76,504.14,548.52,21.33,57.18,37.09,69,78.98,0.21,0.22,0.1,0.25,0.28,0.64,0.59,0.29,13665.54,14314935.22,102622202.49,0,0,41001.3,37889536.27,292611163.35,100%
100%
100%
100%
100%
100%
100%
100%
