Op-Type,Sample-Type,Op-Count,Byte-Count,Avg-ResTime,Avg-ProcTime,Throughput,Bandwidth,Succ-Ratio
write,write,write,list,delete,read,read,read,write,write,write,list,delete,read,read,read,65,80,31,83,77,223,176,126,4160000,5120000000,31000000000,0,0,14272000,11264000000,126000000000,142.35,809.2,8862.23,34.63,45.88,38.26,468.62,5904.78,142.26,384.95,379.16,34.63,45.88,38.07,76.9,76.85,0.22,0.27,0.1,0.28,0.26,0.75,0.59,0.42,13958.23,17198621.22,104305510.14,0,0,47892.84,37789610.21,423353176.54,100%
100%
100%
100%
100%
100%
100%
100%
write,write,write,list,delete,read,read,read,write,write,write,list,delete,read,read,read,150,123,78,171,172,407,416,220,9600000,7872000000,78000000000,0,0,26048000,26624000000,220000000000,96.23,742.78,10201.81,13.59,61.9,28.43,462.32,5712.56,96.16,350.59,589.49,13.59,61.9,27.2,51.94,66.21,0.25,0.21,0.13,0.29,0.29,0.69,0.7,0.37,16203.86,13268402.29,131222235.48,0,0,43887.8,44817418,370556004.11,100%
100%
100%
100%
100%
100%
100%
100%
