Op-Type,Sample-Type,Op-Count,Byte-Count,Avg-ResTime,Avg-ProcTime,Throughput,Bandwidth,Succ-Ratio
write,write,write,list,delete,read,read,read,write,write,write,list,delete,read,read,read,73,80,41,111,104,225,227,112,4672000,5120000000,41000000000,0,0,14400000,14528000000,112000000000,98.38,675.7,8468.27,67.9,49.68,30.36,450.11,5795.25,98.36,278.71,464.1,67.9,49.68,30.13,58.53,79.84,0.25,0.27,0.14,0.38,0.35,0.76,0.77,0.38,15829.91,17339574.93,138920055.17,0,0,48808.14,49194475.98,380244771.46,100%
100%
100%
100%
100%
100%
100%
100%
write,write,write,list,delete,read,read,read,write,write,write,list,delete,read,read,read,148,137,61,224,186,473,461,249,9472000,8768000000,61000000000,0,0,30272000,29504000000,249000000000,159.91,970.68,9766.18,28.69,50.72,25.41,485.84,5500.71,159.81,442.02,782.77,28.68,50.72,24.75,52.21,50.67,0.25,0.23,0.1,0.38,0.31,0.8,0.78,0.42,15956.78,14773756.86,102715692.36,0,0,50995.27,49726680.47,419597134.91,100%
100%
100%
100%
100%
100%
100%
100%
