Op-Type,Sample-Type,Op-Count,Byte-Count,Avg-ResTime,Avg-ProcTime,Throughput,Bandwidth,Succ-Ratio
write,write,write,list,delete,read,read,read,write,write,write,list,delete,read,read,read,77,69,28,88,93,220,203,103,4928000,4416000000,28000000000,0,0,14080000,12992000000,103000000000,90.22,851.81,8461.32,32.5,51.08,32.77,567.11,7325.87,90.1,312.48,739,32.5,51.08,29.65,68.38,91.4,0.26,0.23,0.09,0.3,0.31,0.74,0.68,0.35,16593.09,14855770.09,94170454.51,0,0,47308.45,43684670.63,347336480.34,100%
100%
100%
100%
100%
100%
100%
100%
write,write,write,list,delete,read,read,read,write,write,write,list,delete,read,read,read,147,168,61,173,179,429,418,204,9408000,10752000000,61000000000,0,0,27456000,26752000000,204000000000,72.59,838.76,9612.84,20.91,51.63,24.55,522.76,6830.17,72.56,459.58,391.98,20.91,51.63,23.25,59.05,67.02,0.25,0.28,0.1,0.29,0.3,0.72,0.71,0.34,15863.28,18140002.03,102732036.15,0,0,46316.13,45134853.58,343790260.8,100%
100%
100%
100%
100%
100%
100%
100%
