Op-Type,Sample-Type,Op-Count,Byte-Count,Avg-ResTime,Avg-ProcTime,Throughput,Bandwidth,Succ-Ratio
write,write,write,list,delete,read,read,read,write,write,write,list,delete,read,read,read,77,72,39,85,88,205,243,107,4928000,4608000000,39000000000,0,0,13120000,15552000000,107000000000,151.42,833.57,8159.23,25.02,55.85,35.99,491.11,6276.89,151.38,365.32,326.62,25.02,55.85,34.81,69.21,90.42,0.26,0.24,0.13,0.28,0.29,0.69,0.81,0.36,16483.11,15414244.38,130514723.89,0,0,43911.77,52067625.29,357977417.3,100%
100%
100%
100%
100%
100%
100%
100%
write,write,write,list,delete,read,read,read,write,write,write,list,delete,read,read,read,140,138,76,180,159,460,455,215,8960000,8832000000,76000000000,0,0,29440000,29120000000,215000000000,93.86,862.52,10118.47,33.04,51.64,32.6,423.52,5830.72,93.8,441.3,732.84,33.02,51.64,31.94,47.01,69.84,0.24,0.23,0.13,0.3,0.27,0.77,0.77,0.36,15082.4,14859942.92,127887296.83,0,0,49570.28,49011134.43,361996167.33,100%
100%
100%
100%
100%
100%
100%
100%
