Op-Type,Sample-Type,Op-Count,Byte-Count,Avg-ResTime,Avg-ProcTime,Throughput,Bandwidth,Succ-Ratio
write,write,write,list,delete,read,read,read,write,write,write,list,delete,read,read,read,72,62,35,96,106,199,214,114,4608000,3968000000,35000000000,0,0,12736000,13696000000,114000000000,134.67,766.61,8340.66,36.42,62.24,29.99,479.12,6301.2,134.54,310.66,399.69,36.42,62.24,27.75,60.71,72.22,0.24,0.21,0.12,0.32,0.36,0.67,0.72,0.38,15527.6,13379259.81,117958255.55,0,0,42987.09,46218702.07,384362793.79,100%
100%
100%
100%
100%
100%
100%
100%
write,write,write,list,delete,read,read,read,write,write,write,list,delete,read,read,read,140,165,69,180,211,500,458,221,8960000,10560000000,69000000000,0,0,32000000,29312000000,221000000000,105.68,955.3,9756.58,21.15,55.31,25.89,404.22,5962.62,105.63,431.19,489.1,21.15,55.31,25.26,45.6,72.9,0.24,0.28,0.12,0.3,0.36,0.84,0.77,0.37,15086.71,17789709.02,116141939.71,0,0,53870.18,49368266.01,371819730.23,100%
100%
100%
100%
100%
100%
100%
100%
