Op-Type,Sample-Type,Op-Count,Byte-Count,Avg-ResTime,Avg-ProcTime,Throughput,Bandwidth,Succ-Ratio
write,write,write,list,delete,read,read,read,write,write,write,list,delete,read,read,read,58,42,23,59,59,122,119,64,3712000,2688000000,23000000000,0,0,7808000,7616000000,64000000000,201.97,1100.24,14246.17,39.14,77.17,65.63,812.76,10660.17,201.91,380.1,690.83,39.14,77.17,60.43,89.06,110.53,0.2,0.14,0.08,0.2,0.2,0.41,0.4,0.22,12593.54,9117044.42,78030624.68,0,0,26483.03,25823786.44,216983923.4,100%
100%
100%
100%
100%
100%
100%
100%
write,write,write,list,delete,read,read,read,write,write,write,list,delete,read,read,read,46,36,18,56,58,140,140,69,2944000,2304000000,18000000000,0,0,8960000,8960000000,69000000000,164.61,1285.25,13585.83,39.88,160.57,56.06,802.92,10792.13,164.52,451.22,465.17,39.88,160.57,54.41,86.02,157.67,0.16,0.12,0.06,0.19,0.2,0.48,0.48,0.24,9994.64,7850723.46,61071196.11,0,0,30518.5,30520707.21,235260916.25,100%
100%
100%
100%
100%
100%
100%
100%
write,write,write,list,delete,read,read,read,write,write,write,list,delete,read,read,read,81,107,43,135,121,299,290,150,5184000,6848000000,43000000000,0,0,19136000,18560000000,150000000000,146.83,1166.07,14468.49,39.51,70.21,43.36,757.68,9076.62,146.77,523.7,464.6,39.51,70.21,41.74,77.41,74.91,0.14,0.18,0.07,0.23,0.2,0.5,0.49,0.25,8747.81,11574746.65,72712078.89,0,0,32316.81,31314953.42,253493774.4,100%
100%
100%
100%
100%
100%
100%
100%
write,write,write,list,delete,read,read,read,write,write,write,list,delete,read,read,read,90,114,48,121,138,295,290,138,5760000,7296000000,48000000000,0,0,18880000,18560000000,138000000000,221.3,1267.27,14218.9,57.2,65.57,75.07,711.5,9368.62,221.24,558.32,372.81,57.19,65.57,72.03,72.49,89.53,0.15,0.19,0.08,0.2,0.23,0.5,0.49,0.23,9663.55,12253500.17,80557294.78,0,0,31686.34,31144874.04,231443949.19,100%
100%
100%
100%
100%
100%
100%
100%
