Op-Type,Sample-Type,Op-Count,Byte-Count,Avg-ResTime,Avg-ProcTime,Throughput,Bandwidth,Succ-Ratio
write,write,write,list,delete,read,read,read,write,write,write,list,delete,read,read,read,44,57,26,77,67,176,160,91,2816000,3648000000,26000000000,0,0,11264000,10240000000,91000000000,117.34,983.35,10548.08,29.79,79.15,41.66,602.86,8122.37,117.25,349.23,491,29.79,79.15,40.34,79.71,104.88,0.15,0.19,0.09,0.26,0.23,0.59,0.54,0.31,9477.63,12282296.56,87680263.93,0,0,37973.57,34551444.96,306982385.81,100%
100%
100%
100%
100%
100%
100%
100%
write,write,write,list,delete,read,read,read,write,write,write,list,delete,read,read,read,114,103,55,144,167,351,355,190,7296000,6592000000,55000000000,0,0,22464000,22720000000,190000000000,149.66,855.55,12696.6,24.23,59.72,35.53,540.58,7139.57,149.61,357.45,579.04,24.23,59.72,33.56,61.56,83.21,0.19,0.17,0.09,0.24,0.28,0.59,0.6,0.32,12287.34,11091380.82,92496880.47,0,0,37795.45,38235386.67,319702042.46,100%
100%
100%
100%
100%
100%
100%
100%
