Timestamp,Op-Count,,,,,,,,Byte-Count,,,,,,,,Avg-ResTime,,,,,,,,Avg-ProcTime,,,,,,,,Throughput,,,,,,,,Bandwidth,,,,,,,,Succ-Ratio,,,,,,,,Version-Info,,
,1-write-write,2-write-write,3-write-write,1-list-list,1-delete-delete,1-read-read,2-read-read,3-read-read,1-write-write,2-write-write,3-write-write,1-list-list,1-delete-delete,1-read-read,2-read-read,3-read-read,1-write-write,2-write-write,3-write-write,1-list-list,1-delete-delete,1-read-read,2-read-read,3-read-read,1-write-write,2-write-write,3-write-write,1-list-list,1-delete-delete,1-read-read,2-read-read,3-read-read,1-write-write,2-write-write,3-write-write,1-list-list,1-delete-delete,1-read-read,2-read-read,3-read-read,1-write-write,2-write-write,3-write-write,1-list-list,1-delete-delete,1-read-read,2-read-read,3-read-read,1-write-write,2-write-write,3-write-write,1-list-list,1-delete-delete,1-read-read,2-read-read,3-read-read,Min-Version,Version,Max-Version
08:58:54,23,27,15,31,35,98,93,38,1472000,1728000000,15000000000,0,0,6272000,5952000000,38000000000,87.83,715.48,12321.8,27.77,49.11,65.31,689.2,6769.89,87.78,301.93,579.27,27.77,49.11,60.97,95.6,65.84,4.77,5.29,2.84,5.86,7.1,19.01,18.46,7.53,305003.73,338451275.01,2837932123.78,0,0,1216582.76,1181204872.99,7525343776.15,100%,100%,100%,100%,100%,100%,100%,100%,47,47,47
08:58:59,31,25,14,23,24,55,70,37,1984000,1600000000,14000000000,0,0,3520000,4480000000,37000000000,188.03,810.8,10792.93,17.17,92.67,33.85,514.97,6767.14,188,460.28,297.57,17.17,92.67,29.96,53.64,94.38,5.52,4.68,2.57,4.29,4.57,10.96,12.91,6.83,353185.87,299239984.82,2574903100.7,0,0,701208.06,826485144.89,6827306196.02,100%,100%,100%,100%,100%,100%,100%,100%,48,48,48
08:59:04,17,22,5,19,20,47,59,32,1088000,1408000000,5000000000,0,0,3008000,3776000000,32000000000,102.35,743,10686.4,38.47,63.05,40.36,612.07,6750.62,102.29,259.95,709,38.47,63.05,40.13,59.81,66.12,3.46,4.28,1.03,3.55,4.13,8.37,11.85,6.98,221671.79,273744678.97,1034653347.66,0,0,535552.19,758340184.26,6976858361.11,100%,100%,100%,100%,100%,100%,100%,100%,49,49,49
08:59:09,34,26,13,39,38,84,77,48,2176000,1664000000,13000000000,0,0,5376000,4928000000,48000000000,161.53,900.08,9899.23,16.85,46.05,52.23,602.34,7292.88,161.5,437.5,589.62,16.85,46.05,49.68,48.66,77.21,6.64,4.85,2.61,7.44,7.44,16.7,15.23,9.54,425010.93,310328111.75,2610528426.63,0,0,1069005.28,974878817.44,9537980218.7,100%,100%,100%,100%,100%,100%,100%,100%,50,50,50
08:59:14,22,20,12,26,31,57,68,33,1408000,1280000000,12000000000,0,0,3648000,4352000000,33000000000,42.68,714.7,10571.58,24.96,52.06,303.14,1313.76,6099.64,42.59,323.4,284.5,24.96,52.06,302.96,899.93,67.7,4.27,3.48,2.28,5.21,5.77,11.18,13.28,6.8,273472.1,222837972.46,2283126807.97,0,0,715204.66,849626926.7,6798971004.94,100%,100%,100%,100%,100%,100%,100%,100%,51,51,51
08:59:19,32,32,12,28,37,87,70,32,2048000,2048000000,12000000000,0,0,5568000,4480000000,32000000000,107.94,2457.22,9836.75,18.61,49.08,434.26,540.3,8197.53,107.88,393.91,312,18.61,49.08,434.05,86.97,1019.12,6.72,6.72,2.54,5.92,7.82,18.14,14.62,6.7,430290.03,429789085.89,2539662423.6,0,0,1160756.4,935855451.39,6700826650.07,100%,100%,100%,100%,100%,100%,100%,100%,52,52,52
08:59:24,21,15,7,20,26,66,62,36,1344000,960000000,7000000000,0,0,4224000,3968000000,36000000000,41.38,1148.8,12049.71,47.6,49.81,57.27,627.27,6822.25,41.24,602.53,380.14,47.6,49.81,56.97,45.31,115.11,4.31,2.77,1.23,3.95,4.96,12.75,12.06,7.17,275768.5,177486240.14,1233022110.54,0,0,816011.99,771753981.92,7169072402.94,100%,100%,100%,100%,100%,100%,100%,100%,53,53,53
08:59:29,10,10,16,28,34,57,46,29,640000,640000000,16000000000,0,0,3648000,2944000000,29000000000,926.3,843.4,14437.44,19.04,54.68,27.33,446.54,7609.21,926.3,489.8,1134.12,19.04,54.68,27.16,55.28,378.03,2.24,2.09,3.24,5.72,6.62,11.32,9.83,5.66,143432.19,133873298.95,3240843632.95,0,0,724415.78,629387876.34,5661620298.05,100%,100%,100%,100%,100%,100%,100%,100%,54,54,54
08:59:34,18,22,13,24,29,57,55,30,1152000,1408000000,13000000000,0,0,3648000,3520000000,30000000000,472.72,1080.91,12254.54,21.25,54.9,104.86,589.33,7531.4,472.72,442.23,409.31,21.25,54.9,104.61,84.95,77.27,3.71,4.64,2.59,5.26,5.87,11.49,11.88,6.26,237495.54,297240812.79,2592231649.85,0,0,735288.36,760350128.01,6257625908.08,100%,100%,100%,100%,100%,100%,100%,100%,55,55,55
08:59:39,26,27,16,32,36,98,74,32,1664000,1728000000,16000000000,0,0,6272000,4736000000,32000000000,146.15,1052.19,12621.38,13.25,55.94,37.14,631.47,8198.31,146,346.59,2278.5,13.25,55.94,36.9,54.01,67.69,5.11,4.93,3.04,6.09,6.8,19.81,13.81,6.33,326919.73,315290697.42,3042884359.28,0,0,1267820,883695835.41,6326065052.92,100%,100%,100%,100%,100%,100%,100%,100%,56,56,56
08:59:44,22,30,14,29,33,76,56,37,1408000,1920000000,14000000000,0,0,4864000,3584000000,37000000000,54.64,918.57,12306.21,83.79,65.7,29.46,458.98,6408.3,54.59,450.73,500.36,83.79,65.7,29.21,50.23,54.41,4.33,5.66,2.83,5.83,6.18,15.2,11.7,7.35,277086.86,362514710.69,2831796319.34,0,0,973114.61,749002101.44,7346441092.22,100%,100%,100%,100%,100%,100%,100%,100%,57,57,57
08:59:49,32,32,8,39,35,67,65,31,2048000,2048000000,8000000000,0,0,4288000,4160000000,31000000000,81.12,1237.56,13670.5,35.59,46.69,54.15,516.98,6714.84,81.06,669.59,713,35.59,46.69,53.88,35.18,139.97,6.17,6.49,1.59,7.97,6.77,13.09,12.64,6.64,394950.74,415250824.39,1593009501.66,0,0,837735.81,809002014.31,6640336870.84,100%,100%,100%,100%,100%,100%,100%,100%,58,58,58
08:59:54,19,20,9,31,26,76,54,31,1216000,1280000000,9000000000,0,0,4864000,3456000000,31000000000,128.74,1190.9,11626.56,1051.65,1024.54,133.82,1222.78,6845.71,128.74,573.95,1067.89,1051.65,1024.54,128.3,433.22,72.61,4.49,4.39,1.95,6.44,5.83,15.27,11.76,6.26,287150.08,280747922.72,1951540549.06,0,0,977406.46,752750017.53,6257725685.49,100%,100%,100%,100%,100%,100%,100%,100%,59,59,59
08:59:59,30,22,16,39,31,114,66,41,1920000,1408000000,16000000000,0,0,7296000,4224000000,41000000000,389.5,1419.64,13025.56,241.59,46.32,26.96,466.77,7304.9,389.43,992,955.19,241.59,46.32,23.18,116.82,56.78,5.77,3.9,2.99,7.02,5.47,20.98,12.22,7.15,369328.32,249566433.84,2988350353.72,0,0,1342439.28,782115792.62,7147808904.71,100%,100%,100%,100%,100%,100%,100%,100%,60,60,60
09:00:04,17,19,7,33,24,57,58,43,1088000,1216000000,7000000000,0,0,3648000,3712000000,43000000000,230.59,752.58,14289.57,47.42,49.67,24.23,519.05,7174.09,230.53,327.74,357.14,47.42,49.67,23.98,70.95,864.12,3.47,3.88,1.43,6.45,4.46,11.46,11.42,8.5,222381.15,248241418.67,1427632823.03,0,0,733736.5,730628869.54,8502385551.66,100%,100%,100%,100%,100%,100%,100%,100%,61,61,61
09:00:09,34,42,13,38,42,88,76,34,2176000,2688000000,13000000000,0,0,5632000,4864000000,34000000000,75.24,753.83,10402.69,79.63,59.79,26.69,667.67,7554.97,75.18,375.52,366.23,79.63,59.79,21.69,60.7,850.18,7.66,8.91,2.82,7.94,9.15,18.78,15.76,7.47,490285.85,570322406.51,2819500394.61,0,0,1202140.86,1008344205.62,7466575888.8,100%,100%,100%,100%,100%,100%,100%,100%,62,62,62
09:00:14,24,25,13,26,22,66,81,52,1536000,1600000000,13000000000,0,0,4224000,5184000000,52000000000,62.88,1095.6,9699.69,12.12,62.5,26.36,542.27,7997.29,62.79,614.28,252.23,12.12,62.5,26.18,50.2,489.4,5.12,5.02,2.84,5.01,4.68,13.71,15.82,10.2,327601.14,321175683.21,2843070837.11,0,0,877184.9,1012777577.02,10202222522.8,100%,100%,100%,100%,100%,100%,100%,100%,63,63,63
09:00:19,25,22,8,45,26,90,87,56,1600000,1408000000,8000000000,0,0,5760000,5568000000,56000000000,52.24,617.64,9113.38,48.27,49.27,28.74,429.56,6041.79,52.08,291.82,437.12,48.27,49.27,28.04,48.56,61.54,5,4.73,1.62,8.76,5.1,17.31,16.81,10.66,319765.01,302847315.75,1623063257.11,0,0,1108134.53,1075888743.67,10659561248.73,100%,100%,100%,100%,100%,100%,100%,100%,64,64,64
09:00:24,27,21,12,30,26,70,82,41,1728000,1344000000,12000000000,0,0,4480000,5248000000,41000000000,70.07,754.62,9143.08,24.7,69.77,25.24,471.18,5778.07,69.96,272.1,471.75,24.7,69.77,19.24,56.22,63.02,6.37,4.03,2.67,6.09,5.56,15.31,16.68,8.05,407430,257643769.71,2668218396.05,0,0,979609.48,1067727260.61,8047918402.29,100%,100%,100%,100%,100%,100%,100%,100%,65,65,65
09:00:29,37,48,8,38,42,95,107,51,2368000,3072000000,8000000000,0,0,6080000,6848000000,51000000000,53.54,661.52,8417.88,75.76,53.31,33.05,439.55,6530.92,53.41,306.92,338.12,75.76,53.31,32.77,49.7,99.27,7.92,10.11,1.49,9.03,8.61,21.04,22.18,10.34,507087.27,646941486.37,1492637424.43,0,0,1346484.63,1419759683.56,10337773636.76,100%,100%,100%,100%,100%,100%,100%,100%,66,66,66
09:00:34,31,31,9,26,37,74,87,39,1984000,1984000000,9000000000,0,0,4736000,5568000000,39000000000,64.19,653.45,8021.89,20.73,615.16,577.42,570.03,5828.62,64.16,257.13,333.67,20.73,615.16,577.12,204.49,72.74,6.67,6.1,1.98,5,7.43,15.03,17.81,7.92,426727.09,390129180.42,1979375765.7,0,0,962222.37,1139702189.73,7920637206.44,100%,100%,100%,100%,100%,100%,100%,100%,67,67,67
09:00:39,27,34,17,42,42,88,88,42,1728000,2176000000,17000000000,0,0,5632000,5632000000,42000000000,59.22,880.03,8915.18,15.76,57.69,28.2,453.56,6733.9,59.19,345.97,345.06,15.76,57.69,27.91,52.08,64.02,5.21,6.74,3.28,8,7.98,17.91,17.37,8.27,333240.96,431653434.73,3282451161.9,0,0,1145920.85,1111975313.42,8268134675.88,100%,100%,100%,100%,100%,100%,100%,100%,68,68,68
09:00:44,26,23,6,20,25,59,59,33,1664000,1472000000,6000000000,0,0,3776000,3776000000,33000000000,685.77,2270.17,9749,1428.75,358.56,403.98,501.12,6365.7,685.65,276.26,282.83,1428.75,358.56,403.73,52.85,80.91,4.82,4.45,1.12,4.07,5.12,11.41,11.17,6.3,308380.42,284542789.51,1116554837.3,0,0,730294.51,715117120.04,6296955361.55,100%,100%,100%,100%,100%,100%,100%,100%,69,69,69
09:00:49,15,19,13,24,21,77,51,37,960000,1216000000,13000000000,0,0,4928000,3264000000,37000000000,89.2,1362.32,12380.15,27.42,47.57,125.55,711.49,7924.03,89.13,406.37,743.38,27.42,47.57,125.42,45.61,76.27,2.91,3.62,2.69,4.75,4.03,14.51,9.96,7.07,186299.23,231639259.75,2688559254.07,0,0,928833.14,637546285.42,7068209416.52,100%,100%,100%,100%,100%,100%,100%,100%,70,70,70
09:00:54,37,25,14,29,31,76,62,28,2368000,1600000000,14000000000,0,0,4864000,3968000000,28000000000,129.49,1169.16,11232.21,19.66,48.61,34.05,501.73,6600.61,129.46,541.4,663.71,19.66,48.61,33.78,65.31,68.07,6.48,5.1,2.91,4.89,5.24,14,11.2,5.56,414909.11,326576617.14,2914419355.49,0,0,896163.7,716651643.19,5564966774.48,100%,100%,100%,100%,100%,100%,100%,100%,71,71,71
09:00:59,19,30,13,29,28,67,84,40,1216000,1920000000,13000000000,0,0,4288000,5376000000,40000000000,87.26,967.67,10735.31,15.86,116.79,21.13,600.05,6660.45,87.05,546.37,438.54,15.86,116.79,20.99,50.88,96.52,3.67,6.1,2.55,5.52,5.52,12.79,16.88,8.13,234909.88,390327972.12,2551415322.22,0,0,818418.34,1080218785.92,8128977983.52,100%,100%,100%,100%,100%,100%,100%,100%,72,72,72
09:01:04,27,24,11,22,30,80,75,38,1728000,1536000000,11000000000,0,0,5120000,4800000000,38000000000,72.85,1164.04,12153.27,29.68,47.73,27.18,510.55,6503.55,72.78,496.5,592.09,29.68,47.73,27.01,46.88,119.58,5.41,5.18,2.25,4.26,5.63,16.56,15.85,7.92,345951.74,331692379.58,2245312516.27,0,0,1060006.92,1014276318.02,7919988883.22,100%,100%,100%,100%,100%,100%,100%,100%,73,73,73
09:01:09,22,24,8,34,31,58,85,44,1408000,1536000000,8000000000,0,0,3712000,5440000000,44000000000,153.27,1013.38,11137.12,15.88,52.39,17.55,481.61,6385.8,153.14,337.46,1040.38,15.88,52.39,17.34,42.98,61.61,3.82,4.6,1.65,6.14,5.7,10.64,15.69,8.37,244213.57,294471442.66,1648370340.7,0,0,681170.51,1004217219.58,8372687413.16,100%,100%,100%,100%,100%,100%,100%,100%,74,74,74
09:01:14,24,21,11,30,27,63,72,35,1536000,1344000000,11000000000,0,0,4032000,4608000000,35000000000,1311.33,1081.9,10547.36,746.3,1435.78,525.6,851.06,6185.29,1311.21,371.24,507.64,746.27,1435.78,522.14,430.53,54.71,4.6,4.06,2.44,5.71,5.25,13.12,14.78,6.9,294156.46,259606485.09,2437995395.32,0,0,839447.72,945882865.08,6904695951.14,100%,100%,100%,100%,100%,100%,100%,100%,75,75,75
09:01:19,36,29,12,42,36,109,93,37,2304000,1856000000,12000000000,0,0,6976000,5952000000,37000000000,92.81,945.21,11519.5,8.02,61.58,107.6,451.61,6402.76,92.75,513.41,508.17,7.95,61.58,107.43,59.42,75.76,6.77,5.6,2.51,8.11,7.8,21.85,18.2,7.45,433349.48,358381485.93,2514224793.97,0,0,1398564.83,1164689306.39,7454769819.68,100%,100%,100%,100%,100%,100%,100%,100%,76,76,76
09:01:24,39,29,17,37,43,107,91,40,2496000,1856000000,17000000000,0,0,6848000,5824000000,40000000000,311.92,772.93,11145.53,24.57,494.67,19.36,860.86,6323.6,311.85,390.69,669.18,24.57,494.67,19.18,402.64,55.7,7.31,5.93,3.22,7.17,8.33,20.89,17.45,7.96,468013.62,379464014.57,3224973187.23,0,0,1337089.05,1116821837.76,7955244074.78,100%,100%,100%,100%,100%,100%,100%,100%,77,77,77
09:01:29,29,29,8,37,33,82,68,39,1856000,1856000000,8000000000,0,0,5248000,4352000000,39000000000,72.24,628.62,11270.12,98.35,47,66.27,486.24,6213.18,72.14,244.45,727.88,98.32,47,66,38.56,48.79,5.7,5.59,1.54,7.24,6.19,17.26,14.77,8.07,365110.47,357941255.54,1542051893.71,0,0,1104736.32,945203598.49,8072404724.71,100%,100%,100%,100%,100%,100%,100%,100%,78,78,78
09:01:34,27,34,10,29,35,92,57,54,1728000,2176000000,10000000000,0,0,5888000,3648000000,54000000000,70.96,845.76,11020.1,41.17,49.2,32.96,443.95,7564.65,70.96,507.09,365.4,41.17,49.2,30.52,49.82,736.59,5.46,6.77,1.84,5.71,7.21,18.15,11.86,11.35,349735.19,433551015.67,1839431569.64,0,0,1161827.14,758860139.74,11354023706.5,100%,100%,100%,100%,100%,100%,100%,100%,79,79,79
09:01:39,24,18,14,32,29,84,91,32,1536000,1152000000,14000000000,0,0,5376000,5824000000,32000000000,96.38,727.94,9768.71,13.66,56.28,37.56,459.37,6216.25,96.29,348.5,634.79,13.66,56.28,37.3,42.46,53.31,4.53,3.3,3.03,5.96,5.57,16.07,18.77,5.85,289966.13,211105769.79,3031904284.53,0,0,1028443.25,1201003064.95,5852114576.51,100%,100%,100%,100%,100%,100%,100%,100%,80,80,80
09:01:44,29,27,10,32,31,71,49,38,1856000,1728000000,10000000000,0,0,4544000,3136000000,38000000000,74.59,1020.41,8054.7,10.03,54.77,21.8,489.49,5990.05,74.45,447,130.4,10.03,54.77,21.61,41.37,89.21,5.95,5.84,1.76,6.24,6.82,13.59,10.25,7.58,380689.82,374021326.73,1759480711.47,0,0,869646.33,656291135.4,7577177700.31,100%,100%,100%,100%,100%,100%,100%,100%,81,81,81
09:01:49,41,36,10,53,37,144,112,58,2624000,2304000000,10000000000,0,0,9216000,7168000000,58000000000,180.44,1045.33,12267.9,17.64,55.11,30.87,459.91,6324.17,180.37,583.22,1154.8,17.62,55.11,30.69,46.83,54.9,8.28,7.22,2.01,10.52,7.63,29.05,22.09,11.34,529647.3,462385772.31,2008265561.45,0,0,1859249.11,1413549465.35,11338495505.75,100%,100%,100%,100%,100%,100%,100%,100%,82,82,82
09:01:54,22,19,10,24,26,72,71,27,1408000,1216000000,10000000000,0,0,4608000,4544000000,27000000000,323.82,3009.37,10388.2,28.46,39.42,1133.12,331.72,5261.33,323.82,759.42,169.2,28.42,39.42,1130.04,72.07,44.11,4.33,3.84,2.05,4.49,5.35,14.62,13.8,5.04,277403.59,246019460.24,2046281117.24,0,0,935539.15,883038300.9,5040558718.4,100%,100%,100%,100%,100%,100%,100%,100%,83,83,83
09:01:59,21,21,16,29,32,87,86,35,1344000,1344000000,16000000000,0,0,5568000,5504000000,35000000000,65.1,1061.76,12967.75,12.45,48.59,17.03,532.59,7760.63,65,492.1,471.81,12.45,48.59,16.78,75.31,834.34,4.31,4.71,3.17,5.51,6.3,17.78,16.52,7.01,275672.06,301529082.54,3172363888.96,0,0,1138185.43,1057289875.33,7005600975.95,100%,100%,100%,100%,100%,100%,100%,100%,84,84,84
09:02:04,31,23,15,34,31,90,105,37,1984000,1472000000,15000000000,0,0,5760000,6720000000,37000000000,1073.81,766.91,11070,10.26,47.77,24.09,809.51,6165.57,1073.71,382.87,617.47,10.26,47.77,23.78,357.24,64.03,6.27,4.75,2.91,6.81,6.18,17.81,21.03,7.34,401031.8,304218040.71,2908376315.22,0,0,1139997.58,1345663916.14,7337192394.95,100%,100%,100%,100%,100%,100%,100%,100%,85,85,85
09:02:09,26,29,13,29,29,83,74,36,1664000,1856000000,13000000000,0,0,5312000,4736000000,36000000000,235.65,1139.52,10847.31,14.59,46.21,59.71,566.27,6891.67,235.58,644.45,652.15,14.59,46.21,57.04,80.18,386.17,5.43,5.31,2.58,6.22,5.49,16.79,15.29,6.8,347273.29,339628468.68,2583167125.86,0,0,1074838.24,978539878.1,6800781737.4,100%,100%,100%,100%,100%,100%,100%,100%,86,86,86
09:02:14,30,25,12,36,26,65,87,40,1920000,1600000000,12000000000,0,0,4160000,5568000000,40000000000,584.37,852.52,10799.25,19.03,53.42,26.91,565.48,6613.88,584.27,430.68,322.67,19.03,53.42,26.63,72.62,67.7,6.46,5.42,2.54,7.19,5.27,13.65,17.78,8.27,413140.34,346778906.52,2537703284.68,0,0,873319.36,1137831345.83,8269521786.01,100%,100%,100%,100%,100%,100%,100%,100%,87,87,87
09:02:19,17,32,11,32,37,80,83,47,1088000,2048000000,11000000000,0,0,5120000,5312000000,47000000000,86.82,779.75,8999.27,18.66,50.3,25.54,391.45,6018.4,86.71,348.59,294,18.66,50.3,25.28,48.55,61.3,3.51,6.64,2.33,6.42,7.39,16.51,17,9.46,224412.16,424898376.47,2329515841.91,0,0,1056675.57,1087731168.07,9459880038.85,100%,100%,100%,100%,100%,100%,100%,100%,88,88,88
09:02:24,20,33,10,31,29,82,84,50,1280000,2112000000,10000000000,0,0,5248000,5376000000,50000000000,156.65,649.03,8857.8,60.84,53.62,24.6,510.83,6087.14,156.55,291.15,360,60.84,53.62,21.91,49.06,74.36,4.56,7.05,1.95,6.68,6.04,17.84,17.7,10.58,292037.28,451272152.82,1949737252.33,0,0,1141948.45,1132549093.44,10576912369.23,100%,100%,100%,100%,100%,100%,100%,100%,89,89,89
09:02:29,18,20,10,34,34,60,72,46,1152000,1280000000,10000000000,0,0,3840000,4608000000,46000000000,257.28,1005.3,9806.1,16.26,74.56,27.48,516.49,6302.17,257.22,339.3,575,16.26,74.56,27.23,97.64,62.85,3.62,4.32,1.85,6.65,7.01,12.18,14.61,9,231954.59,276267613.38,1845684205.67,0,0,779708.63,935082233.48,8999445634.14,100%,100%,100%,100%,100%,100%,100%,100%,90,90,90
09:02:34,29,17,12,36,29,89,88,36,1856000,1088000000,12000000000,0,0,5696000,5632000000,36000000000,1128.76,659,9131.25,11.11,49.69,723.97,647.27,5957.56,1128.72,335.53,562,11.11,49.69,721.48,224.69,62.72,6.08,3.6,2.41,7.63,5.72,18.63,18.18,7.1,389182.25,230315838.45,2412968660.18,0,0,1192368.61,1163528054.08,7103316779.2,100%,100%,100%,100%,100%,100%,100%,100%,91,91,91
09:02:39,29,32,10,30,32,77,79,47,1856000,2048000000,10000000000,0,0,4928000,5056000000,47000000000,71.79,1075.91,10461.8,8.9,54.34,23.06,401.09,6184.57,71.76,489.69,420.3,8.9,54.34,20.1,44.48,59.79,5.3,6.25,2.06,5.33,5.67,14.38,14.71,8.85,338914.71,399943534.53,2059592013.97,0,0,920246.77,941617547.62,8851048146.72,100%,100%,100%,100%,100%,100%,100%,100%,92,92,92
09:02:44,15,19,9,26,26,55,53,34,960000,1216000000,9000000000,0,0,3520000,3392000000,34000000000,96,962.68,10185.22,17,1666.62,914.45,596.4,7883.06,95.93,427.42,288,17,1666.62,910.44,161.26,724.79,2.99,4.13,1.94,5.34,5.49,11.64,10.87,6.95,191564.23,264327280.35,1937236381.73,0,0,745190.33,695645869.29,6949075841.56,100%,100%,100%,100%,100%,100%,100%,100%,93,93,93
09:02:49,33,26,17,25,30,79,83,45,2112000,1664000000,17000000000,0,0,5056000,5312000000,45000000000,76.55,725.73,11812.94,9.68,51.3,18.61,472.78,6502.07,76.36,276.5,722.35,9.68,51.3,15.8,71.72,57.53,6.66,4.83,3.31,4.91,5.67,16.05,16.41,8.72,426476.89,308868375.99,3313660058.6,0,0,1026899.98,1050522522.07,8724718104.18,100%,100%,100%,100%,100%,100%,100%,100%,94,94,94
09:02:54,22,28,9,29,33,67,83,43,1408000,1792000000,9000000000,0,0,4288000,5312000000,43000000000,79.5,681.21,8748.78,93.03,52.27,29.94,440.01,6789.53,79.45,274.57,544.22,93.03,52.27,29.66,46.92,58.07,4.53,5.82,1.91,5.74,6.97,13.8,17.2,8.41,289836.78,372320129.82,1912451681,0,0,883350.63,1101101820.15,8407659406.04,100%,100%,100%,100%,100%,100%,100%,100%,95,95,95
09:02:59,17,9,7,22,11,47,43,38,1088000,576000000,7000000000,0,0,3008000,2752000000,38000000000,187.88,1112.33,9583.14,39.95,44.55,18.66,393.65,6291.03,187.88,746.33,202.29,39.95,44.55,18.38,37.58,68.03,3.09,1.49,1.23,3.71,2.24,8.43,8.73,7.72,197741.72,95364295.91,1234859291.93,0,0,539251.3,558468746.53,7719852852.32,100%,100%,100%,100%,100%,100%,100%,100%,96,96,96
09:03:04,28,25,14,29,27,62,87,38,1792000,1600000000,14000000000,0,0,3968000,5568000000,38000000000,332.21,798.24,10886.5,17.93,78.81,39.84,582.56,8483.84,332.14,228.24,528.36,17.93,78.81,39.56,49.64,63.58,6,5.19,2.6,6.68,5.96,12.85,18.17,7.2,383931.62,332401558.35,2595390021.96,0,0,822208.09,1162952022.54,7197281719.09,100%,100%,100%,100%,100%,100%,100%,100%,97,97,97
09:03:09,18,17,11,20,15,48,37,25,1152000,1088000000,11000000000,0,0,3072000,2368000000,25000000000,192.44,567.47,12374.09,18.5,45,18.31,405.65,6716.16,192.39,266.06,645.55,18.5,45,18.17,43.16,67.56,4.05,3.49,2.34,4.13,3.38,10.48,7.81,5.82,259518.09,223239255.43,2341818335.92,0,0,670918.43,499943821,5817937566.33,100%,100%,100%,100%,100%,100%,100%,100%,98,98,98
09:03:14,24,23,15,36,38,90,76,40,1536000,1472000000,15000000000,0,0,5760000,4864000000,40000000000,83.92,773.61,10676.6,1619.92,115.58,375.41,641.46,6273.15,83.88,375.04,817.47,1619.92,115.58,375.17,213.8,64.22,5.15,4.47,3.04,7.44,6.99,20.02,15.97,8.2,329623.78,286079614.39,3040002149.43,0,0,1281390.78,1022108783.05,8197103663.57,100%,100%,100%,100%,100%,100%,100%,100%,99,99,99
09:03:19,28,29,11,37,29,80,75,50,1792000,1856000000,11000000000,0,0,5120000,4800000000,50000000000,58.57,910.14,11995,12.41,46.93,89.49,349.87,6474.32,58.5,412.59,1022.73,12.41,46.93,86.79,52.24,69.02,5.24,5.65,2.29,7.55,5.47,15.22,14.15,9.41,335316.15,361902294.82,2292112037.4,0,0,973956.57,905493419.6,9407942538.17,100%,100%,100%,100%,100%,100%,100%,100%,100,100,100
09:03:24,19,29,12,25,35,59,81,31,1216000,1856000000,12000000000,0,0,3776000,5184000000,31000000000,231.89,753.38,13437.75,30.6,48.23,511.53,436.23,5990.45,231.79,392.1,421.5,30.6,48.23,511.2,46.56,104.35,4.13,6.08,2.3,5.23,7.25,12.35,17.26,6.04,264318.56,389002826.58,2300334080.19,0,0,790292.42,1104588763.96,6040877001.55,100%,100%,100%,100%,100%,100%,100%,100%,101,101,101
09:03:29,21,26,12,29,41,75,75,28,1344000,1664000000,12000000000,0,0,4800000,4800000000,28000000000,66,1175.04,13712.5,25.38,91.76,25.85,651.29,6167.75,65.9,661.73,1382.08,25.34,91.76,25.59,63.52,60.64,3.86,5.2,2.33,5.33,7.57,14.04,13.94,5.27,247149.72,332625026.39,2330181365.2,0,0,898684.12,892197877.91,5265120018.58,100%,100%,100%,100%,100%,100%,100%,100%,102,102,102
09:03:34,32,25,14,40,36,82,73,33,2048000,1600000000,14000000000,0,0,5248000,4672000000,33000000000,55.84,1160.32,17448.93,19.27,62.72,73.77,732.23,8240.36,55.81,798.2,672.21,19.27,62.72,73.46,64.44,1045.33,5.97,4.81,2.64,7.67,6.61,16.19,14.14,6.73,381857.33,307802891.29,2639806075.63,0,0,1035901.58,905276981.59,6726711070.17,100%,100%,100%,100%,100%,100%,100%,100%,103,103,103
09:03:39,14,23,12,27,21,63,57,39,896000,1472000000,12000000000,0,0,4032000,3648000000,39000000000,111.43,727.48,14315.83,11.56,46.81,18.29,485.23,6316.18,111.21,345.43,679.92,11.56,46.81,17.94,50.53,57.64,2.9,5.06,2.59,5.87,4.2,13.21,11.76,8.44,185558.25,323621177.15,2587396243.05,0,0,845756.31,752557117.28,8439406745.17,100%,100%,100%,100%,100%,100%,100%,100%,104,104,104
09:03:44,26,23,12,23,24,93,67,46,1664000,1472000000,12000000000,0,0,5952000,4288000000,46000000000,90.73,1308.43,13221.25,11.83,54.75,19.62,499.42,6269.96,90.62,468.3,1076.92,11.83,54.75,19.38,57.76,60.11,5.32,4.8,2.44,4.63,4.54,19.94,13.44,9.32,340361.59,306978933.58,2441051305.76,0,0,1276388.88,860210683.2,9318841880.03,100%,100%,100%,100%,100%,100%,100%,100%,105,105,105
09:03:49,25,20,10,15,22,52,42,34,1600000,1280000000,10000000000,0,0,3328000,2688000000,34000000000,76.88,1333.25,11545.6,12.47,56.23,20.73,549.52,6414.12,76.72,899.55,495.1,12.47,56.23,16.69,57.57,46.65,4.56,3.35,1.86,2.94,4.17,10.15,8.3,6.35,291668.88,214084040.46,1858215730.12,0,0,649549.72,531133576.93,6352168922,100%,100%,100%,100%,100%,100%,100%,100%,106,106,106
