Op-Type,Sample-Type,Op-Count,Byte-Count,Avg-ResTime,Avg-ProcTime,Throughput,Bandwidth,Succ-Ratio
write,write,write,list,delete,read,read,read,write,write,write,list,delete,read,read,read,60,40,31,94,69,179,196,88,3840000,2560000000,31000000000,0,0,11456000,12544000000,88000000000,125.68,989.88,10722.94,48.63,83.74,38.08,603.88,7572.14,125.63,416.02,472.29,48.62,83.74,37.91,94.59,112.27,0.2,0.14,0.1,0.32,0.23,0.61,0.66,0.3,13024.95,8658000.39,104844893.34,0,0,38755.43,42426425.75,297895967.47,100%
100%
100%
100%
100%
100%
100%
100%
write,write,write,list,delete,read,read,read,write,write,write,list,delete,read,read,read,138,123,62,145,172,366,373,188,8832000,7872000000,62000000000,0,0,23424000,23872000000,188000000000,228.24,1039.39,12055.23,36.59,52.79,46.26,514.56,6682.19,228.14,516.28,487.9,36.57,52.79,44.93,54.07,91.05,0.23,0.21,0.1,0.24,0.29,0.61,0.63,0.32,14802.76,13194190.06,103916219.22,0,0,39257.09,40009999.76,315124181.63,100%
100%
100%
100%
100%
100%
100%
100%
