Op-Type,Sample-Type,Op-Count,Byte-Count,Avg-ResTime,Avg-ProcTime,Throughput,Bandwidth,Succ-Ratio
write,write,write,list,delete,read,read,read,write,write,write,list,delete,read,read,read,45,37,20,47,45,117,105,68,2880000,2368000000,20000000000,0,0,7488000,6720000000,68000000000,241.64,1282.27,13753.2,44.3,75,80.21,841.98,10757.97,241.56,491.38,582.75,44.3,75,79.96,95.5,109.65,0.15,0.13,0.07,0.16,0.15,0.4,0.36,0.23,9863.46,8138466.51,68729175.16,0,0,25632.28,22976388.97,232588918.45,100%
100%
100%
100%
100%
100%
100%
100%
write,write,write,list,delete,read,read,read,write,write,write,list,delete,read,read,read,49,44,23,64,59,112,136,64,3136000,2816000000,23000000000,0,0,7168000,8704000000,64000000000,224.18,1232,13651.35,48.94,84.51,98.5,830.29,10541.53,224.12,508.95,719.22,48.94,84.51,94.66,89.68,90.52,0.17,0.15,0.08,0.22,0.2,0.38,0.46,0.22,10571.38,9485734.32,77794019.91,0,0,24205.19,29334518.1,215609670.52,100%
100%
100%
100%
100%
100%
100%
100%
write,write,write,list,delete,read,read,read,write,write,write,list,delete,read,read,read,73,70,50,121,92,231,280,138,4672000,4480000000,50000000000,0,0,14784000,17920000000,138000000000,140.95,1460.11,14614.96,37.48,62.51,46,734.21,9505.21,140.9,744.09,799.24,37.47,62.51,43.12,78.69,98.41,0.12,0.12,0.08,0.2,0.15,0.39,0.47,0.23,7844.11,7527298.23,83967826.65,0,0,24874.76,30104334.96,231831657.06,100%
100%
100%
100%
100%
100%
100%
100%
write,write,write,list,delete,read,read,read,write,write,write,list,delete,read,read,read,89,106,36,103,114,328,308,159,5696000,6784000000,36000000000,0,0,20992000,19712000000,159000000000,190.28,1141.19,14211.64,40.59,75.35,49.81,766.45,9087.58,190.15,478,642.36,40.58,75.35,47.06,88.17,101.37,0.15,0.18,0.06,0.17,0.19,0.56,0.52,0.27,9647.45,11495716.54,60972911.12,0,0,35585.51,33396464,269671900.72,100%
100%
100%
100%
100%
100%
100%
100%
