Op-Type,Sample-Type,Op-Count,Byte-Count,Avg-ResTime,Avg-ProcTime,Throughput,Bandwidth,Succ-Ratio
write,write,write,list,delete,read,read,read,write,write,write,list,delete,read,read,read,77,74,36,108,117,272,250,112,4928000,4736000000,36000000000,0,0,17408000,16000000000,112000000000,87.87,826.49,8760.39,29.31,52.75,43.42,485.22,5822.04,87.78,337.73,442.64,29.31,52.75,42.42,72.7,101.98,0.26,0.25,0.12,0.37,0.4,0.92,0.85,0.38,16733.07,16095794.44,122039912.33,0,0,59052.49,54395975.36,380449948.19,100%
100%
100%
100%
100%
100%
100%
100%
write,write,write,list,delete,read,read,read,write,write,write,list,delete,read,read,read,138,148,71,190,182,410,433,224,8832000,9472000000,71000000000,0,0,26240000,27712000000,224000000000,149.17,769.74,10162.77,77.41,65.24,26.19,426.06,5813.32,149.09,386.16,472.79,77.41,65.24,25.95,52.02,66.46,0.23,0.25,0.12,0.32,0.31,0.69,0.73,0.38,14836.96,15917614.69,119316853.9,0,0,44090.39,46555242.04,376512604.17,100%
100%
100%
100%
100%
100%
100%
100%
