Op-Type,Sample-Type,Op-Count,Byte-Count,Avg-ResTime,Avg-ProcTime,Throughput,Bandwidth,Succ-Ratio
write,write,write,list,delete,read,read,read,write,write,write,list,delete,read,read,read,56,53,27,74,65,185,171,82,3584000,3392000000,27000000000,0,0,11840000,10944000000,82000000000,179.59,945.6,10550.67,35.7,62.34,46.94,665.7,8659.28,179.5,418.62,453.3,35.7,62.34,46.74,70.57,98.9,0.19,0.18,0.09,0.25,0.22,0.63,0.58,0.28,12093.91,11454330,91471180.07,0,0,40027.48,37021909.24,276373053.31,100%
100%
100%
100%
100%
100%
100%
100%
write,write,write,list,delete,read,read,read,write,write,write,list,delete,read,read,read,45,54,21,74,59,143,135,92,2880000,3456000000,21000000000,0,0,9152000,8640000000,92000000000,90.16,1000.65,10023.52,32.95,58.1,46.4,701.74,8813.45,90.04,435.06,506.19,32.95,58.1,43.26,80.42,95.53,0.15,0.18,0.07,0.25,0.2,0.48,0.45,0.31,9707.75,11668165.57,70879474.5,0,0,30830.73,29098125.51,310021797.84,100%
100%
100%
100%
100%
100%
100%
100%
write,write,write,list,delete,read,read,read,write,write,write,list,delete,read,read,read,130,110,59,134,159,367,366,175,8320000,7040000000,59000000000,0,0,23488000,23424000000,175000000000,69.84,955.99,11073.39,22.36,55.76,42.9,572.49,7887.65,69.73,408.72,594,22.36,55.76,41.53,55.21,86.79,0.22,0.18,0.1,0.23,0.27,0.62,0.61,0.29,13970.22,11815519.11,98855744.91,0,0,39456.84,39340065.58,293544394.47,100%
100%
100%
100%
100%
100%
100%
100%
write,write,write,list,delete,read,read,read,write,write,write,list,delete,read,read,read,125,127,51,151,137,354,371,181,8000000,8128000000,51000000000,0,0,22656000,23744000000,181000000000,125.37,964.56,12300.8,15.68,74.23,40.02,598.81,7557.71,125.27,514.56,831.35,15.66,74.23,37.49,62.62,82.2,0.21,0.21,0.09,0.25,0.23,0.59,0.62,0.3,13432.21,13651659.37,85545419.12,0,0,38050.67,39880882.78,303991514.8,100%
100%
100%
100%
100%
100%
100%
100%
